context_value,role_value,t_code,t_code_name,games,players,pa,ab,h,doubles,triples,hr,bb,hbp,sf,so,tb,r,rbi,sb,avg,obp,slg,ops,iso,bb_pct,k_pct,hr_pa,r_pa,rbi_pa,context_type,role_type,ops_rank,obp_rank,slg_rank,iso_rank,bb_pct_rank,hr_pa_rank,r_pa_rank,rbi_pa_rank,k_pct_rank,team_count,hidden_signal
두산,1-2_table_setters,9002,SSG,6,7,56.0,47,9,0,0,1,8,1,0,9,12,4,4.0,1.0,0.19148936170212766,0.32142857142857145,0.2553191489361702,0.5767477203647416,0.06382978723404253,0.14285714285714285,0.16071428571428573,0.017857142857142856,0.07142857142857142,0.07142857142857142,opponent_name,lineup_group,8.0,7.0,8.0,6.0,1.0,3.0,8.0,5.0,3.0,9,contextual_weakness+walks_not_converting_to_damage
mild_20_25,1-2_table_setters,9002,SSG,27,11,259.0,215,58,8,3,2,35,1,4,40,78,33,23.0,5.0,0.26976744186046514,0.3686274509803922,0.3627906976744186,0.7314181486548108,0.09302325581395349,0.13513513513513514,0.15444015444015444,0.007722007722007722,0.1274131274131274,0.0888030888030888,temp_bucket,lineup_group,7.0,5.0,7.0,6.0,2.0,9.0,7.0,6.0,4.0,10,walks_not_converting_to_damage
wind_1_3,1-2_table_setters,9002,SSG,40,13,380.0,324,94,13,3,5,44,1,6,55,128,47,39.0,9.0,0.29012345679012347,0.37066666666666664,0.3950617283950617,0.7657283950617284,0.10493827160493824,0.11578947368421053,0.14473684210526316,0.013157894736842105,0.12368421052631579,0.10263157894736842,wind_bucket,lineup_group,6.0,4.0,8.0,8.0,2.0,8.0,7.0,8.0,3.0,10,contextual_weakness
home,3-5_run_production,9002,SSG,30,16,394.0,341,77,13,0,19,43,5,5,105,147,42,60.0,1.0,0.22580645161290322,0.31725888324873097,0.4310850439882698,0.7483439272370007,0.20527859237536658,0.10913705583756345,0.26649746192893403,0.048223350253807105,0.1065989847715736,0.15228426395939088,home_away,lineup_group,7.0,10.0,6.0,2.0,6.0,2.0,7.0,6.0,10.0,10,power_without_full_run_value+contextual_weakness
dry_<=40,3-5_run_production,9002,SSG,24,17,325.0,284,67,10,0,12,33,4,4,76,113,30,40.0,3.0,0.23591549295774647,0.32,0.397887323943662,0.7178873239436621,0.16197183098591553,0.10153846153846154,0.23384615384615384,0.036923076923076927,0.09230769230769231,0.12307692307692308,humidity_bucket,lineup_group,7.0,9.0,7.0,5.0,7.0,3.0,8.0,7.0,9.0,10,contextual_weakness
humid_60+,3-5_run_production,9002,SSG,12,9,152.0,135,27,7,0,1,15,1,1,35,37,11,13.0,1.0,0.2,0.28289473684210525,0.2740740740740741,0.5569688109161793,0.07407407407407407,0.09868421052631579,0.23026315789473684,0.006578947368421052,0.07236842105263158,0.08552631578947369,humidity_bucket,lineup_group,10.0,10.0,10.0,9.0,6.0,10.0,10.0,9.0,8.0,10,contextual_weakness
normal_40_60,3-5_run_production,9002,SSG,25,15,343.0,279,76,9,1,19,51,7,6,75,144,52,68.0,4.0,0.2724014336917563,0.39067055393586003,0.5161290322580645,0.9067995861939245,0.2437275985663082,0.14868804664723032,0.21865889212827988,0.05539358600583091,0.15160349854227406,0.19825072886297376,humidity_bucket,lineup_group,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,9.0,10,contextual_weakness
0,3-5_run_production,9002,SSG,39,19,527.0,446,104,19,1,20,66,7,8,117,185,59,77.0,3.0,0.23318385650224216,0.33586337760910817,0.4147982062780269,0.7506615838871351,0.18161434977578472,0.1252371916508539,0.222011385199241,0.03795066413662239,0.11195445920303605,0.1461100569259962,is_weekend,lineup_group,7.0,7.0,7.0,4.0,2.0,3.0,7.0,6.0,9.0,10,contextual_weakness+walks_not_converting_to_damage
1,3-5_run_production,9002,SSG,22,13,293.0,252,66,7,0,12,33,5,3,69,109,34,44.0,5.0,0.2619047619047619,0.35494880546075086,0.43253968253968256,0.7874884880004334,0.17063492063492064,0.11262798634812286,0.2354948805460751,0.040955631399317405,0.11604095563139932,0.15017064846416384,is_weekend,lineup_group,6.0,7.0,6.0,5.0,5.0,2.0,8.0,5.0,10.0,10,contextual_weakness
03,3-5_run_production,9002,SSG,3,5,42.0,35,11,1,0,3,4,1,2,9,21,9,7.0,0.0,0.3142857142857143,0.38095238095238093,0.6,0.9809523809523809,0.2857142857142857,0.09523809523809523,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.16666666666666666,month,lineup_group,6.0,6.0,4.0,3.0,8.0,2.0,3.0,5.0,8.0,10,power_without_full_run_value+contextual_weakness
04,3-5_run_production,9002,SSG,24,15,329.0,275,63,13,1,11,46,5,3,70,111,37,43.0,5.0,0.2290909090909091,0.3465045592705167,0.4036363636363636,0.7501409229068803,0.17454545454545453,0.1398176291793313,0.2127659574468085,0.03343465045592705,0.11246200607902736,0.13069908814589665,month,lineup_group,7.0,5.0,7.0,4.0,3.0,4.0,7.0,6.0,8.0,10,contextual_weakness+walks_not_converting_to_damage
05,3-5_run_production,9002,SSG,26,12,346.0,303,73,9,0,12,34,4,5,83,118,33,53.0,2.0,0.24092409240924093,0.3208092485549133,0.38943894389438943,0.7102481924493027,0.1485148514851485,0.09826589595375723,0.2398843930635838,0.03468208092485549,0.0953757225433526,0.1531791907514451,month,lineup_group,8.0,9.0,8.0,7.0,7.0,4.0,10.0,6.0,10.0,10,contextual_weakness
06,3-5_run_production,9002,SSG,8,8,103.0,85,23,3,0,6,15,2,1,24,44,14,18.0,1.0,0.27058823529411763,0.3883495145631068,0.5176470588235295,0.9059965733866362,0.24705882352941183,0.14563106796116504,0.23300970873786409,0.05825242718446602,0.13592233009708737,0.17475728155339806,month,lineup_group,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,8.0,10,contextual_weakness
KIA,3-5_run_production,9002,SSG,5,7,63.0,53,11,0,0,2,8,1,1,18,17,6,5.0,1.0,0.20754716981132076,0.31746031746031744,0.32075471698113206,0.6382150344414494,0.1132075471698113,0.12698412698412698,0.2857142857142857,0.031746031746031744,0.09523809523809523,0.07936507936507936,opponent_name,lineup_group,7.0,7.0,7.0,7.0,4.0,5.0,7.0,7.0,9.0,9,contextual_weakness
LG,3-5_run_production,9002,SSG,8,8,108.0,95,25,3,0,4,11,0,2,19,40,10,11.0,1.0,0.2631578947368421,0.3333333333333333,0.42105263157894735,0.7543859649122806,0.15789473684210525,0.10185185185185185,0.17592592592592593,0.037037037037037035,0.09259259259259259,0.10185185185185185,opponent_name,lineup_group,5.0,5.0,4.0,2.0,3.0,2.0,6.0,4.0,6.0,9,power_without_full_run_value
NC,3-5_run_production,9002,SSG,5,12,77.0,64,10,1,0,3,12,1,0,24,20,8,11.0,2.0,0.15625,0.2987012987012987,0.3125,0.6112012987012987,0.15625,0.15584415584415584,0.3116883116883117,0.03896103896103896,0.1038961038961039,0.14285714285714285,opponent_name,lineup_group,9.0,9.0,9.0,6.0,2.0,4.0,6.0,4.0,9.0,9,contextual_weakness+walks_not_converting_to_damage
두산,3-5_run_production,9002,SSG,6,8,76.0,72,18,3,0,2,2,1,1,25,27,8,7.0,0.0,0.25,0.27631578947368424,0.375,0.6513157894736843,0.125,0.02631578947368421,0.32894736842105265,0.02631578947368421,0.10526315789473684,0.09210526315789473,opponent_name,lineup_group,8.0,9.0,6.0,6.0,9.0,4.0,6.0,8.0,9.0,9,contextual_weakness
삼성,3-5_run_production,9002,SSG,5,8,64.0,54,9,2,1,1,7,2,1,12,16,4,4.0,1.0,0.16666666666666666,0.28125,0.2962962962962963,0.5775462962962963,0.12962962962962962,0.109375,0.1875,0.015625,0.0625,0.0625,opponent_name,lineup_group,9.0,9.0,9.0,6.0,5.0,6.0,9.0,9.0,5.0,9,contextual_weakness
한화,3-5_run_production,9002,SSG,8,10,112.0,93,21,5,0,4,15,2,2,25,38,11,22.0,1.0,0.22580645161290322,0.3392857142857143,0.40860215053763443,0.7478878648233487,0.18279569892473121,0.13392857142857142,0.22321428571428573,0.03571428571428571,0.09821428571428571,0.19642857142857142,opponent_name,lineup_group,6.0,5.0,6.0,4.0,3.0,4.0,6.0,2.0,8.0,9,contextual_weakness
back_to_back,3-5_run_production,9002,SSG,48,16,641.0,551,136,21,1,26,74,8,8,146,237,77,102.0,8.0,0.24682395644283123,0.34009360374414976,0.4301270417422868,0.7702206454864365,0.18330308529945555,0.11544461778471139,0.22776911076443057,0.0405616224648986,0.12012480499219969,0.15912636505460218,rest_bucket,lineup_group,7.0,7.0,7.0,4.0,3.0,3.0,7.0,4.0,10.0,10,contextual_weakness+walks_not_converting_to_damage
one_day_rest,3-5_run_production,9002,SSG,11,14,154.0,127,30,5,0,6,22,2,3,33,53,13,19.0,0.0,0.23622047244094488,0.35064935064935066,0.41732283464566927,0.7679721852950199,0.1811023622047244,0.14285714285714285,0.21428571428571427,0.03896103896103896,0.08441558441558442,0.12337662337662338,rest_bucket,lineup_group,5.0,5.0,5.0,2.0,2.0,2.0,9.0,8.0,6.0,10,power_without_full_run_value
cold_<=15,3-5_run_production,9002,SSG,7,11,92.0,80,13,3,0,2,12,0,0,21,22,5,11.0,0.0,0.1625,0.2717391304347826,0.275,0.5467391304347826,0.11250000000000002,0.13043478260869565,0.22826086956521738,0.021739130434782608,0.05434782608695652,0.11956521739130435,temp_bucket,lineup_group,10.0,10.0,10.0,8.0,3.0,7.0,10.0,8.0,5.0,10,contextual_weakness+walks_not_converting_to_damage
mild_20_25,3-5_run_production,9002,SSG,27,15,356.0,303,68,7,0,12,43,7,3,95,111,33,46.0,5.0,0.22442244224422442,0.33146067415730335,0.36633663366336633,0.6977973078206696,0.1419141914191419,0.12078651685393259,0.26685393258426965,0.033707865168539325,0.09269662921348315,0.12921348314606743,temp_bucket,lineup_group,9.0,8.0,9.0,6.0,3.0,4.0,9.0,6.0,10.0,10,contextual_weakness+walks_not_converting_to_damage
warm_25+,3-5_run_production,9002,SSG,11,9,144.0,122,33,4,0,10,18,2,2,29,67,20,32.0,1.0,0.27049180327868855,0.3680555555555556,0.5491803278688525,0.9172358834244081,0.27868852459016397,0.125,0.2013888888888889,0.06944444444444445,0.1388888888888889,0.2222222222222222,temp_bucket,lineup_group,3.0,5.0,3.0,2.0,2.0,2.0,6.0,2.0,8.0,10,contextual_weakness
calm_<=1,3-5_run_production,9002,SSG,10,11,135.0,111,26,4,0,5,18,4,2,30,45,16,23.0,1.0,0.23423423423423423,0.35555555555555557,0.40540540540540543,0.760960960960961,0.1711711711711712,0.13333333333333333,0.2222222222222222,0.037037037037037035,0.11851851851851852,0.17037037037037037,wind_bucket,lineup_group,6.0,6.0,6.0,3.0,3.0,3.0,4.0,4.0,8.0,10,power_without_full_run_value+contextual_weakness
wind_1_3,3-5_run_production,9002,SSG,40,16,532.0,464,108,18,0,20,55,7,6,135,186,55,68.0,5.0,0.23275862068965517,0.31954887218045114,0.40086206896551724,0.7204109411459684,0.16810344827586207,0.10338345864661654,0.25375939849624063,0.03759398496240601,0.10338345864661654,0.12781954887218044,wind_bucket,lineup_group,7.0,8.0,7.0,5.0,6.0,2.0,7.0,7.0,10.0,10,contextual_weakness
home,6-9_lower_lineup,9002,SSG,30,20,475.0,424,104,21,0,17,40,3,1,92,176,64,44.0,16.0,0.24528301886792453,0.3141025641025641,0.41509433962264153,0.7291969037252056,0.169811320754717,0.08421052631578947,0.1936842105263158,0.035789473684210524,0.13473684210526315,0.09263157894736843,home_away,lineup_group,4.0,9.0,3.0,1.0,7.0,1.0,5.0,10.0,4.0,10,contextual_weakness
humid_60+,6-9_lower_lineup,9002,SSG,12,19,185.0,170,41,7,0,3,8,1,0,43,57,17,16.0,6.0,0.2411764705882353,0.27932960893854747,0.3352941176470588,0.6146237265856063,0.0941176470588235,0.043243243243243246,0.23243243243243245,0.016216216216216217,0.0918918918918919,0.08648648648648649,humidity_bucket,lineup_group,7.0,9.0,7.0,8.0,10.0,7.0,10.0,9.0,8.0,10,contextual_weakness
normal_40_60,6-9_lower_lineup,9002,SSG,25,20,421.0,372,89,21,2,13,37,4,5,84,153,72,53.0,12.0,0.239247311827957,0.31100478468899523,0.4112903225806452,0.7222951072696404,0.17204301075268819,0.08788598574821853,0.1995249406175772,0.030878859857482184,0.171021377672209,0.12589073634204276,humidity_bucket,lineup_group,5.0,9.0,2.0,1.0,6.0,1.0,1.0,2.0,4.0,10,power_without_full_run_value+contextual_weakness
0,6-9_lower_lineup,9002,SSG,39,22,649.0,571,141,28,3,17,60,4,6,121,226,98,67.0,18.0,0.2469352014010508,0.31981279251170047,0.3957968476357268,0.7156096401474272,0.14886164623467601,0.09244992295839753,0.1864406779661017,0.026194144838212634,0.1510015408320493,0.10323574730354391,is_weekend,lineup_group,4.0,9.0,3.0,3.0,5.0,3.0,1.0,7.0,1.0,10,contextual_weakness
05,6-9_lower_lineup,9002,SSG,26,16,417.0,380,91,16,2,10,25,3,4,81,141,50,38.0,15.0,0.2394736842105263,0.28883495145631066,0.37105263157894736,0.659887583035258,0.13157894736842105,0.05995203836930456,0.19424460431654678,0.023980815347721823,0.11990407673860912,0.09112709832134293,month,lineup_group,8.0,9.0,6.0,4.0,10.0,4.0,7.0,10.0,4.0,10,contextual_weakness
KIA,6-9_lower_lineup,9002,SSG,5,13,76.0,70,17,5,0,1,5,0,0,17,25,13,10.0,4.0,0.24285714285714285,0.29333333333333333,0.35714285714285715,0.6504761904761904,0.1142857142857143,0.06578947368421052,0.2236842105263158,0.013157894736842105,0.17105263157894737,0.13157894736842105,opponent_name,lineup_group,4.0,8.0,3.0,3.0,6.0,6.0,1.0,2.0,6.0,9,contextual_weakness
KT,6-9_lower_lineup,9002,SSG,9,15,141.0,136,32,7,0,6,4,0,1,29,57,17,18.0,3.0,0.23529411764705882,0.2553191489361702,0.41911764705882354,0.6744367959949937,0.18382352941176472,0.028368794326241134,0.20567375886524822,0.0425531914893617,0.12056737588652482,0.1276595744680851,opponent_name,lineup_group,4.0,8.0,2.0,1.0,9.0,1.0,3.0,3.0,6.0,9,contextual_weakness
LG,6-9_lower_lineup,9002,SSG,8,19,131.0,114,30,7,0,2,12,1,3,16,43,9,9.0,6.0,0.2631578947368421,0.33076923076923076,0.37719298245614036,0.7079622132253711,0.11403508771929827,0.0916030534351145,0.12213740458015267,0.015267175572519083,0.06870229007633588,0.06870229007633588,opponent_name,lineup_group,7.0,8.0,7.0,6.0,4.0,5.0,9.0,8.0,1.0,9,contextual_weakness
삼성,6-9_lower_lineup,9002,SSG,5,13,80.0,70,12,5,0,1,8,1,0,21,20,11,6.0,1.0,0.17142857142857143,0.26582278481012656,0.2857142857142857,0.5515370705244123,0.11428571428571427,0.1,0.2625,0.0125,0.1375,0.075,opponent_name,lineup_group,9.0,8.0,9.0,5.0,4.0,7.0,3.0,7.0,9.0,9,contextual_weakness
한화,6-9_lower_lineup,9002,SSG,8,15,130.0,116,23,2,2,3,11,1,2,26,38,19,14.0,1.0,0.19827586206896552,0.2692307692307692,0.3275862068965517,0.596816976127321,0.1293103448275862,0.08461538461538462,0.2,0.023076923076923078,0.14615384615384616,0.1076923076923077,opponent_name,lineup_group,7.0,9.0,5.0,4.0,7.0,3.0,2.0,3.0,4.0,9,contextual_weakness
back_to_back,6-9_lower_lineup,9002,SSG,48,23,774.0,688,171,35,2,20,61,9,7,150,270,108,85.0,25.0,0.24854651162790697,0.3150326797385621,0.39244186046511625,0.7074745402036784,0.14389534883720928,0.07881136950904392,0.1937984496124031,0.025839793281653745,0.13953488372093023,0.10981912144702842,rest_bucket,lineup_group,6.0,8.0,4.0,2.0,7.0,2.0,2.0,6.0,3.0,10,power_without_full_run_value+contextual_weakness
first_game,6-9_lower_lineup,9002,SSG,1,6,16.0,15,4,1,0,0,1,0,0,3,5,4,4.0,1.0,0.26666666666666666,0.3125,0.3333333333333333,0.6458333333333333,0.06666666666666665,0.0625,0.1875,0.0,0.25,0.25,rest_bucket,lineup_group,5.0,5.0,4.0,3.0,6.0,2.0,2.0,2.0,6.0,10,power_without_full_run_value
one_day_rest,6-9_lower_lineup,9002,SSG,11,19,192.0,168,40,8,1,4,20,1,2,34,62,24,12.0,3.0,0.23809523809523808,0.3193717277486911,0.36904761904761907,0.6884193467963102,0.130952380952381,0.10416666666666667,0.17708333333333334,0.020833333333333332,0.125,0.0625,rest_bucket,lineup_group,6.0,8.0,5.0,2.0,4.0,4.0,3.0,10.0,3.0,10,power_without_full_run_value+contextual_weakness
cold_<=15,6-9_lower_lineup,9002,SSG,7,13,108.0,96,19,2,0,2,8,2,0,24,27,12,5.0,2.0,0.19791666666666666,0.27358490566037735,0.28125,0.5548349056603774,0.08333333333333334,0.07407407407407407,0.2222222222222222,0.018518518518518517,0.1111111111111111,0.046296296296296294,temp_bucket,lineup_group,8.0,9.0,8.0,5.0,8.0,4.0,4.0,9.0,7.0,10,contextual_weakness
mild_20_25,6-9_lower_lineup,9002,SSG,27,21,437.0,395,100,20,1,14,29,5,3,85,164,55,44.0,13.0,0.25316455696202533,0.3101851851851852,0.4151898734177215,0.7253750586029066,0.16202531645569618,0.06636155606407322,0.1945080091533181,0.032036613272311214,0.12585812356979406,0.10068649885583524,temp_bucket,lineup_group,4.0,8.0,1.0,1.0,9.0,1.0,4.0,6.0,1.0,10,contextual_weakness
warm_25+,6-9_lower_lineup,9002,SSG,11,18,173.0,159,33,5,1,6,11,0,2,33,58,20,15.0,3.0,0.20754716981132076,0.2558139534883721,0.36477987421383645,0.6205938277022085,0.1572327044025157,0.06358381502890173,0.1907514450867052,0.03468208092485549,0.11560693641618497,0.08670520231213873,temp_bucket,lineup_group,8.0,10.0,6.0,4.0,9.0,2.0,7.0,8.0,3.0,10,contextual_weakness
calm_<=1,6-9_lower_lineup,9002,SSG,10,17,163.0,145,39,6,1,5,13,2,1,29,62,26,20.0,4.0,0.2689655172413793,0.33540372670807456,0.42758620689655175,0.7629899336046263,0.15862068965517245,0.07975460122699386,0.17791411042944785,0.03067484662576687,0.15950920245398773,0.12269938650306748,wind_bucket,lineup_group,5.0,6.0,3.0,3.0,4.0,1.0,3.0,5.0,3.0,10,power_without_full_run_value
wind_1_3,6-9_lower_lineup,9002,SSG,40,21,640.0,572,136,28,2,16,49,6,6,133,216,74,62.0,21.0,0.23776223776223776,0.30173775671406006,0.3776223776223776,0.6793601343364377,0.13986013986013984,0.0765625,0.2078125,0.025,0.115625,0.096875,wind_bucket,lineup_group,6.0,9.0,3.0,4.0,8.0,4.0,4.0,7.0,4.0,10,contextual_weakness
wind_3+,6-9_lower_lineup,9002,SSG,11,17,193.0,166,42,10,0,3,21,2,2,27,61,36,19.0,4.0,0.25301204819277107,0.3403141361256545,0.3674698795180723,0.7077840156437267,0.11445783132530124,0.10880829015544041,0.13989637305699482,0.015544041450777202,0.18652849740932642,0.09844559585492228,wind_bucket,lineup_group,6.0,6.0,3.0,3.0,2.0,3.0,1.0,6.0,1.0,10,power_without_full_run_value
away,DH,9002,SSG,31,6,136.0,112,24,2,0,4,23,1,0,33,38,15,16.0,2.0,0.21428571428571427,0.35294117647058826,0.3392857142857143,0.6922268907563025,0.12500000000000003,0.16911764705882354,0.2426470588235294,0.029411764705882353,0.11029411764705882,0.11764705882352941,home_away,position_group,6.0,6.0,7.0,5.0,2.0,5.0,7.0,6.0,10.0,10,contextual_weakness
home,DH,9002,SSG,29,7,123.0,101,14,1,0,4,19,1,2,40,27,10,12.0,0.0,0.13861386138613863,0.2764227642276423,0.26732673267326734,0.5437494969009096,0.12871287128712872,0.15447154471544716,0.3252032520325203,0.032520325203252036,0.08130081300813008,0.0975609756097561,home_away,position_group,10.0,9.0,10.0,5.0,2.0,3.0,10.0,8.0,10.0,10,contextual_weakness+walks_not_converting_to_damage
dry_<=40,DH,9002,SSG,23,6,100.0,84,15,2,0,2,16,0,0,27,23,5,8.0,1.0,0.17857142857142858,0.31,0.27380952380952384,0.5838095238095238,0.09523809523809526,0.16,0.27,0.02,0.05,0.08,humidity_bucket,position_group,8.0,8.0,9.0,8.0,3.0,6.0,10.0,8.0,10.0,10,contextual_weakness+walks_not_converting_to_damage
humid_60+,DH,9002,SSG,12,3,48.0,43,10,1,0,1,5,0,0,18,14,4,4.0,1.0,0.23255813953488372,0.3125,0.32558139534883723,0.6380813953488372,0.09302325581395351,0.10416666666666667,0.375,0.020833333333333332,0.08333333333333333,0.08333333333333333,humidity_bucket,position_group,7.0,7.0,8.0,8.0,4.0,8.0,8.0,7.0,10.0,10,contextual_weakness
normal_40_60,DH,9002,SSG,25,8,111.0,86,13,0,0,5,21,2,2,28,28,16,16.0,0.0,0.1511627906976744,0.32432432432432434,0.32558139534883723,0.6499057196731616,0.17441860465116282,0.1891891891891892,0.25225225225225223,0.04504504504504504,0.14414414414414414,0.14414414414414414,humidity_bucket,position_group,8.0,8.0,9.0,3.0,2.0,2.0,2.0,2.0,10.0,10,power_without_full_run_value+contextual_weakness+walks_not_converting_to_damage
0,DH,9002,SSG,39,9,170.0,133,21,2,0,5,33,2,2,47,38,17,15.0,1.0,0.15789473684210525,0.32941176470588235,0.2857142857142857,0.6151260504201681,0.12781954887218044,0.19411764705882353,0.27647058823529413,0.029411764705882353,0.1,0.08823529411764706,is_weekend,position_group,7.0,6.0,9.0,5.0,1.0,5.0,8.0,7.0,10.0,10,contextual_weakness+walks_not_converting_to_damage
1,DH,9002,SSG,21,6,89.0,80,17,1,0,3,9,0,0,26,27,8,13.0,1.0,0.2125,0.29213483146067415,0.3375,0.6296348314606741,0.12500000000000003,0.10112359550561797,0.29213483146067415,0.033707865168539325,0.0898876404494382,0.14606741573033707,is_weekend,position_group,9.0,9.0,7.0,6.0,6.0,4.0,9.0,4.0,10.0,10,contextual_weakness
04,DH,9002,SSG,24,5,104.0,82,11,1,0,1,22,0,0,21,15,8,6.0,1.0,0.13414634146341464,0.3173076923076923,0.18292682926829268,0.5002345215759849,0.04878048780487804,0.21153846153846154,0.20192307692307693,0.009615384615384616,0.07692307692307693,0.057692307692307696,month,position_group,9.0,7.0,10.0,9.0,1.0,8.0,9.0,8.0,6.0,10,contextual_weakness+walks_not_converting_to_damage
05,DH,9002,SSG,25,6,107.0,92,22,2,0,5,13,1,1,34,39,11,16.0,1.0,0.2391304347826087,0.3364485981308411,0.42391304347826086,0.7603616416091019,0.18478260869565216,0.12149532710280374,0.3177570093457944,0.04672897196261682,0.102803738317757,0.14953271028037382,month,position_group,4.0,6.0,4.0,4.0,3.0,3.0,5.0,3.0,10.0,10,contextual_weakness
06,DH,9002,SSG,8,4,34.0,27,4,0,0,1,6,1,0,13,7,4,2.0,0.0,0.14814814814814814,0.3235294117647059,0.25925925925925924,0.5827886710239651,0.1111111111111111,0.17647058823529413,0.38235294117647056,0.029411764705882353,0.11764705882352941,0.058823529411764705,month,position_group,9.0,7.0,9.0,8.0,3.0,4.0,5.0,9.0,10.0,10,contextual_weakness+walks_not_converting_to_damage
KIA,DH,9002,SSG,5,2,20.0,16,2,0,0,0,4,0,0,8,2,2,0.0,1.0,0.125,0.3,0.125,0.425,0.0,0.2,0.4,0.0,0.1,0.0,opponent_name,position_group,8.0,7.0,8.0,8.0,2.0,8.0,6.0,8.0,9.0,9,contextual_weakness+walks_not_converting_to_damage
KT,DH,9002,SSG,9,4,36.0,30,6,0,0,1,6,0,0,9,9,5,5.0,0.0,0.2,0.3333333333333333,0.3,0.6333333333333333,0.09999999999999998,0.16666666666666666,0.25,0.027777777777777776,0.1388888888888889,0.1388888888888889,opponent_name,position_group,7.0,5.0,6.0,5.0,2.0,5.0,3.0,5.0,8.0,9,contextual_weakness+walks_not_converting_to_damage
LG,DH,9002,SSG,7,3,31.0,26,5,1,0,1,4,0,1,9,9,2,4.0,0.0,0.19230769230769232,0.2903225806451613,0.34615384615384615,0.6364764267990075,0.15384615384615383,0.12903225806451613,0.2903225806451613,0.03225806451612903,0.06451612903225806,0.12903225806451613,opponent_name,position_group,5.0,5.0,3.0,2.0,3.0,3.0,4.0,3.0,8.0,9,power_without_full_run_value+contextual_weakness
NC,DH,9002,SSG,5,3,25.0,22,4,0,0,1,3,0,0,9,7,2,4.0,0.0,0.18181818181818182,0.28,0.3181818181818182,0.5981818181818181,0.13636363636363635,0.12,0.36,0.04,0.08,0.16,opponent_name,position_group,9.0,9.0,8.0,5.0,5.0,2.0,8.0,2.0,8.0,9,contextual_weakness
두산,DH,9002,SSG,6,2,25.0,22,4,0,0,1,3,0,0,6,7,2,3.0,0.0,0.18181818181818182,0.28,0.3181818181818182,0.5981818181818181,0.13636363636363635,0.12,0.24,0.04,0.08,0.12,opponent_name,position_group,7.0,9.0,6.0,5.0,4.0,5.0,7.0,5.0,7.0,9,contextual_weakness
롯데,DH,9002,SSG,6,5,29.0,25,3,0,0,0,4,0,0,6,3,2,1.0,0.0,0.12,0.2413793103448276,0.12,0.3613793103448276,0.0,0.13793103448275862,0.20689655172413793,0.0,0.06896551724137931,0.034482758620689655,opponent_name,position_group,9.0,8.0,9.0,9.0,4.0,5.0,8.0,9.0,7.0,9,contextual_weakness
삼성,DH,9002,SSG,5,3,21.0,17,4,1,0,1,4,0,0,7,8,3,1.0,1.0,0.23529411764705882,0.38095238095238093,0.47058823529411764,0.8515406162464986,0.23529411764705882,0.19047619047619047,0.3333333333333333,0.047619047619047616,0.14285714285714285,0.047619047619047616,opponent_name,position_group,3.0,3.0,3.0,3.0,1.0,4.0,4.0,8.0,8.0,9,contextual_weakness
키움,DH,9002,SSG,9,2,37.0,28,5,1,0,2,6,2,1,10,12,5,6.0,0.0,0.17857142857142858,0.35135135135135137,0.42857142857142855,0.7799227799227799,0.24999999999999997,0.16216216216216217,0.2702702702702703,0.05405405405405406,0.13513513513513514,0.16216216216216217,opponent_name,position_group,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,8.0,9,contextual_weakness
한화,DH,9002,SSG,8,4,35.0,27,5,0,0,1,8,0,0,9,8,2,4.0,0.0,0.18518518518518517,0.37142857142857144,0.2962962962962963,0.6677248677248677,0.1111111111111111,0.22857142857142856,0.2571428571428571,0.02857142857142857,0.05714285714285714,0.11428571428571428,opponent_name,position_group,8.0,5.0,9.0,9.0,2.0,7.0,8.0,4.0,8.0,9,contextual_weakness+walks_not_converting_to_damage
back_to_back,DH,9002,SSG,47,8,201.0,169,27,3,0,6,30,1,1,57,48,20,21.0,2.0,0.15976331360946747,0.2885572139303483,0.28402366863905326,0.5725808825694015,0.1242603550295858,0.14925373134328357,0.2835820895522388,0.029850746268656716,0.09950248756218906,0.1044776119402985,rest_bucket,position_group,9.0,9.0,10.0,5.0,2.0,4.0,7.0,7.0,10.0,10,contextual_weakness+walks_not_converting_to_damage
one_day_rest,DH,9002,SSG,11,3,50.0,37,10,0,0,2,11,1,1,12,16,4,7.0,0.0,0.2702702702702703,0.44,0.43243243243243246,0.8724324324324324,0.16216216216216217,0.22,0.24,0.04,0.08,0.14,rest_bucket,position_group,4.0,3.0,4.0,4.0,2.0,2.0,8.0,4.0,9.0,10,contextual_weakness
cold_<=15,DH,9002,SSG,7,2,29.0,21,3,0,0,0,8,0,0,7,3,1,2.0,0.0,0.14285714285714285,0.3793103448275862,0.14285714285714285,0.5221674876847291,0.0,0.27586206896551724,0.2413793103448276,0.0,0.034482758620689655,0.06896551724137931,temp_bucket,position_group,8.0,5.0,10.0,9.0,2.0,8.0,9.0,8.0,6.0,10,contextual_weakness+walks_not_converting_to_damage
cool_15_20,DH,9002,SSG,16,5,73.0,64,10,1,0,2,8,0,1,17,17,8,6.0,1.0,0.15625,0.2465753424657534,0.265625,0.5122003424657534,0.109375,0.1095890410958904,0.2328767123287671,0.0273972602739726,0.1095890410958904,0.0821917808219178,temp_bucket,position_group,9.0,9.0,9.0,8.0,6.0,5.0,6.0,8.0,7.0,10,contextual_weakness
